id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
6441,Ferrán Torres,3,248,2,1.7830779254436493,0,0.27321193367242813,8,4,0,0,F,Barcelona,2,1.7830779254436493,1.8642683029174805,0.1424787938594818
11527,Lamine Yamal,3,270,2,1.6057069599628448,2,1.075110025703907,20,7,0,0,M,Barcelona,1,0.8624293431639671,2.511123888194561,1.7833784818649292
8026,Raphinha,3,240,1,1.1993103921413422,1,1.1684775073081255,8,7,1,0,M,Barcelona,1,1.1993103921413422,2.369785487651825,0.45662757009267807
8935,Pedri,3,270,1,0.2410136852413416,0,0.6531223356723785,5,6,0,0,M,Barcelona,1,0.2410136852413416,3.1254879757761955,2.454570345580578
200,Andreas Christensen,2,96,0,0.04862542822957039,0,0,1,0,0,0,D S,Barcelona,0,0.04862542822957039,0.14607255160808563,0.14607255160808563
227,Robert Lewandowski,2,14,0,0,0,0,0,0,0,0,S,Barcelona,0,0,0,0
556,Marcus Rashford,3,92,0,0.06477908324450254,0,0.44247451424598694,2,5,0,0,M S,Barcelona,0,0.06477908324450254,0.38414503540843725,0.3000074401497841
6433,Jules Koundé,3,97,0,0.07308696210384369,0,0,1,0,1,0,D S,Barcelona,0,0.07308696210384369,0.3114687502384186,0.2383817881345749
7781,Frenkie de Jong,2,180,0,0,0,0.061240874230861664,0,2,0,0,M,Barcelona,0,0,1.152917392551899,1.1142217442393303
8045,Eric Garcia,3,270,0,0.6599324643611908,0,0.2478150576353073,4,6,0,0,D,Barcelona,0,0.6599324643611908,2.111743927001953,1.8711825013160706
8091,Ronald Araújo,2,174,0,0.037752099335193634,0,0,1,0,0,0,D,Barcelona,0,0.037752099335193634,0.48759299516677856,0.48759299516677856
8292,Dani Olmo,3,140,0,1.0410566180944443,0,0.23636913672089577,10,3,0,0,M S,Barcelona,0,1.0410566180944443,1.5949005782604218,0.4747127443552017
9773,Joan García,3,270,0,0,0,0,0,0,0,0,GK,Barcelona,0,0,0.41771363466978073,0.41771363466978073
9804,Gavi,2,50,0,0,1,0.14011242240667343,0,3,0,0,S,Barcelona,0,0,0.5714934319257736,0.46363574266433716
9805,Álex Balde,3,241,0,0.048336561769247055,0,0.4016244411468506,1,4,1,0,D,Barcelona,0,0.048336561769247055,1.4975000768899918,1.0475391000509262
11151,Marc Casadó,1,54,0,0,0,0,0,0,0,0,M,Barcelona,0,0,0.33022019267082214,0.33022019267082214
11822,Fermín López,2,76,0,0,0,0,0,0,0,0,M S,Barcelona,0,0,0.546470046043396,0.546470046043396
12005,Pau Cubarsí,2,166,0,0.06397504359483719,0,0,1,0,0,0,D,Barcelona,0,0.06397504359483719,0.4109044037759304,0.4109044037759304
12821,Gerard Martín,1,8,0,0,0,0.009762420319020748,0,1,0,0,S,Barcelona,0,0,0.04845806956291199,0.038695648312568665
13748,Jofre Torrents,1,15,0,0,0,0,0,0,0,0,S,Barcelona,0,0,0.1733779013156891,0.1733779013156891
