id,isResult,side,h,a,goals,xG,datetime,forecast,result
27108,True,a,"{'id': '140', 'title': 'Real Sociedad', 'short_title': 'SOC'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '1', 'a': '0'}","{'h': '1.88518', 'a': '0.514102'}",2024-11-10 20:00:00,"{'w': 0.704888953905003, 'd': 0.20252621989346237, 'l': 0.09258482442704942}",l
27117,True,a,"{'id': '152', 'title': 'Celta Vigo', 'short_title': 'CEL'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '2', 'a': '2'}","{'h': '2.75981', 'a': '1.93782'}",2024-11-23 20:00:00,"{'w': 0.5553127254672748, 'd': 0.1779767831775326, 'l': 0.2667102493112716}",d
27122,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '144', 'title': 'Las Palmas', 'short_title': 'LPL'}","{'h': '1', 'a': '2'}","{'h': '2.18354', 'a': '0.599185'}",2024-11-30 13:00:00,"{'w': 0.7389545954210166, 'd': 0.1734738918315617, 'l': 0.08757150056519639}",l
27167,True,a,"{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '1', 'a': '5'}","{'h': '0.921728', 'a': '5.38074'}",2024-12-03 18:00:00,"{'w': 0.01527167427065208, 'd': 0.030752380454898174, 'l': 0.9534955919855136}",w
27139,True,a,"{'id': '153', 'title': 'Real Betis', 'short_title': 'BET'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '2', 'a': '2'}","{'h': '2.76257', 'a': '1.54117'}",2024-12-07 15:15:00,"{'w': 0.6324683926716026, 'd': 0.17050627480455496, 'l': 0.19702508991789777}",d
27143,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '159', 'title': 'Leganes', 'short_title': 'LEG'}","{'h': '0', 'a': '1'}","{'h': '2.16597', 'a': '0.77236'}",2024-12-15 20:00:00,"{'w': 0.6936420807234817, 'd': 0.18624836703328854, 'l': 0.1201095412737518}",l
27160,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '143', 'title': 'Atletico Madrid', 'short_title': 'ATL'}","{'h': '1', 'a': '2'}","{'h': '3.37424', 'a': '0.710716'}",2024-12-21 20:00:00,"{'w': 0.8668639148576205, 'd': 0.08886868087395777, 'l': 0.04426463810526505}",l
27177,True,a,"{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '1', 'a': '1'}","{'h': '1.16921', 'a': '3.50383'}",2025-01-18 20:00:00,"{'w': 0.08438495109942132, 'd': 0.11008355344119698, 'l': 0.8055271761106139}",d
27184,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '146', 'title': 'Valencia', 'short_title': 'VAL'}","{'h': '7', 'a': '1'}","{'h': '4.35875', 'a': '1.30328'}",2025-01-26 20:00:00,"{'w': 0.8652017147842702, 'd': 0.07691891222596385, 'l': 0.057827396854163084}",w
27200,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '158', 'title': 'Alaves', 'short_title': 'ALA'}","{'h': '1', 'a': '0'}","{'h': '1.18526', 'a': '0.126278'}",2025-02-02 13:00:00,"{'w': 0.6497537287940223, 'd': 0.3112620247894693, 'l': 0.038984246413278065}",w
27206,True,a,"{'id': '138', 'title': 'Sevilla', 'short_title': 'SEV'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '1', 'a': '4'}","{'h': '0.921429', 'a': '1.93199'}",2025-02-09 20:00:00,"{'w': 0.17380739352908964, 'd': 0.21605556447319565, 'l': 0.6101370395432408}",w
27214,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '145', 'title': 'Rayo Vallecano', 'short_title': 'RVL'}","{'h': '1', 'a': '0'}","{'h': '2.82775', 'a': '1.30941'}",2025-02-17 20:00:00,"{'w': 0.6893711332977838, 'd': 0.15840812832680898, 'l': 0.15222041448519935}",w
27226,True,a,"{'id': '144', 'title': 'Las Palmas', 'short_title': 'LPL'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '0', 'a': '2'}","{'h': '0.431009', 'a': '1.66486'}",2025-02-22 20:00:00,"{'w': 0.09101820891522694, 'd': 0.22834702409700142, 'l': 0.6806347666500886}",w
27232,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '140', 'title': 'Real Sociedad', 'short_title': 'SOC'}","{'h': '4', 'a': '0'}","{'h': '3.63697', 'a': '0'}",2025-03-02 15:15:00,"{'w': 0.9736613071049117, 'd': 0.02633200919978379, 'l': 0}",w
27252,True,a,"{'id': '143', 'title': 'Atletico Madrid', 'short_title': 'ATL'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '2', 'a': '4'}","{'h': '1.09435', 'a': '2.16215'}",2025-03-16 20:00:00,"{'w': 0.18291964158319315, 'd': 0.20007755637352906, 'l': 0.617002791321397}",w
27244,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '157', 'title': 'Osasuna', 'short_title': 'OSA'}","{'h': '3', 'a': '0'}","{'h': '4.63707', 'a': '0.53356'}",2025-03-27 20:00:00,"{'w': 0.9579679165330465, 'd': 0.031229423845055827, 'l': 0.010700780106637142}",w
27270,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '223', 'title': 'Girona', 'short_title': 'GIR'}","{'h': '4', 'a': '1'}","{'h': '2.75333', 'a': '0.490847'}",2025-03-30 15:15:00,"{'w': 0.8438179693357715, 'd': 0.11242952461593866, 'l': 0.043752273463609936}",w
27272,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '153', 'title': 'Real Betis', 'short_title': 'BET'}","{'h': '1', 'a': '1'}","{'h': '1.46844', 'a': '0.249939'}",2025-04-05 19:00:00,"{'w': 0.6880862872708604, 'd': 0.25147626344322194, 'l': 0.06043744922423536}",d
27288,True,a,"{'id': '159', 'title': 'Leganes', 'short_title': 'LEG'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '0', 'a': '1'}","{'h': '0.5988', 'a': '1.10105'}",2025-04-12 19:00:00,"{'w': 0.19918717643295342, 'd': 0.3245455004025929, 'l': 0.4762673231632963}",w
27292,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '152', 'title': 'Celta Vigo', 'short_title': 'CEL'}","{'h': '4', 'a': '3'}","{'h': '2.56587', 'a': '2.50499'}",2025-04-19 14:15:00,"{'w': 0.41945195522645046, 'd': 0.18211032823066084, 'l': 0.3984375495251488}",w
27305,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'h': '1', 'a': '0'}","{'h': '3.43457', 'a': '0.326579'}",2025-04-22 19:30:00,"{'w': 0.9276635841099996, 'd': 0.057636957466911685, 'l': 0.014696045495818905}",w
27316,True,a,"{'id': '231', 'title': 'Real Valladolid', 'short_title': 'VAL'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '1', 'a': '2'}","{'h': '0.745612', 'a': '2.21168'}",2025-05-03 19:00:00,"{'w': 0.11139581802895329, 'd': 0.1801534077741289, 'l': 0.7084507598158861}",w
27324,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '150', 'title': 'Real Madrid', 'short_title': 'RMA'}","{'h': '4', 'a': '3'}","{'h': '4.10632', 'a': '2.5616'}",2025-05-11 14:15:00,"{'w': 0.6558004200559252, 'd': 0.1334389145779593, 'l': 0.21073378291606806}",w
27332,True,a,"{'id': '141', 'title': 'Espanyol', 'short_title': 'ESP'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '0', 'a': '2'}","{'h': '1.51531', 'a': '0.735877'}",2025-05-15 19:30:00,"{'w': 0.5590632166491653, 'd': 0.25973829074328636, 'l': 0.1811984925129485}",w
27343,True,h,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'h': '2', 'a': '3'}","{'h': '1.569', 'a': '1.96183'}",2025-05-18 17:00:00,"{'w': 0.31135208121686114, 'd': 0.2176637058454971, 'l': 0.47098420978170213}",l
27353,True,a,"{'id': '147', 'title': 'Athletic Club', 'short_title': 'ATH'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '0', 'a': '3'}","{'h': '0.750806', 'a': '3.36402'}",2025-05-25 19:00:00,"{'w': 0.04824751409307579, 'd': 0.09219936036282098, 'l': 0.859550457355483}",w
